0	0
10	210.775
20	318.134
30	383.195
40	426.84
50	458.15
60	481.707
70	500.072
80	514.793
90	526.855
100	536.92
110	545.445
120	552.759
130	559.102
140	564.657
150	569.561
160	573.922
170	577.826
180	581.341
190	584.523
200	587.416
210	590.059
220	592.482
230	594.712
240	596.771
250	598.677
260	600.448
270	602.097
280	603.637
290	605.077
300	606.428
310	607.697
320	608.891
330	610.017
340	611.081
350	612.088
360	613.041
370	613.946
380	614.806
390	615.624
400	616.402
410	617.145
420	617.854
430	618.532
440	619.18
450	619.801
460	620.396
470	620.966
480	621.514
490	622.04
500	622.546
510	623.033
520	623.502
530	623.954
540	624.39
550	624.811
560	625.217
570	625.61
580	625.989
590	626.356
600	626.711
610	627.055
620	627.388
630	627.711
640	628.024
650	628.327
660	628.622
670	628.908
680	629.187
690	629.457
700	629.72
710	629.975
720	630.224
730	630.466
740	630.702
750	630.931
760	631.155
770	631.373
780	631.586
790	631.793
800	631.995
810	632.193
820	632.386
830	632.574
840	632.758
850	632.937
860	633.113
870	633.284
880	633.452
890	633.616
900	633.777
910	633.934
920	634.088
930	634.238
940	634.385
950	634.53
960	634.671
970	634.81
980	634.946
990	635.079
1000	635.209
1010	635.337
1020	635.463
1030	635.586
1040	635.706
1050	635.825
1060	635.941
1070	636.055
1080	636.168
1090	636.278
1100	636.386
1110	636.492
1120	636.596
1130	636.699
1140	636.8
1150	636.899
1160	636.996
1170	637.092
1180	637.186
1190	637.279
1200	637.37
1210	637.459
1220	637.548
1230	637.634
1240	637.72
1250	637.804
1260	637.886
1270	637.968
1280	638.048
1290	638.127
1300	638.205
1310	638.281
1320	638.357
1330	638.431
1340	638.504
1350	638.577
1360	638.648
1370	638.718
1380	638.787
1390	638.855
1400	638.922
1410	638.988
1420	639.054
1430	639.118
1440	639.182
1450	639.244
1460	639.306
1470	639.367
1480	639.427
1490	639.487
1500	639.545
1510	639.603
1520	639.66
1530	639.717
1540	639.772
1550	639.827
1560	639.881
1570	639.935
1580	639.988
1590	640.04
1600	640.091
1610	640.142
1620	640.193
1630	640.242
1640	640.292
1650	640.34
1660	640.388
1670	640.435
1680	640.482
1690	640.528
1700	640.574
1710	640.619
1720	640.664
1730	640.708
1740	640.752
1750	640.795
1760	640.838
1770	640.88
1780	640.922
1790	640.963
1800	641.004
1810	641.044
1820	641.084
1830	641.124
1840	641.163
1850	641.201
1860	641.24
1870	641.278
1880	641.315
1890	641.352
1900	641.389
1910	641.425
1920	641.461
1930	641.497
1940	641.532
1950	641.567
1960	641.601
1970	641.635
1980	641.669
1990	641.702
2000	641.736
2010	641.768
2020	641.801
2030	641.833
2040	641.865
2050	641.896
2060	641.928
2070	641.959
2080	641.989
2090	642.02
2100	642.05
2110	642.08
2120	642.109
2130	642.138
2140	642.167
2150	642.196
2160	642.224
2170	642.253
2180	642.281
2190	642.308
2200	642.336
2210	642.363
2220	642.39
2230	642.416
2240	642.443
2250	642.469
2260	642.495
2270	642.521
2280	642.546
2290	642.572
2300	642.597
2310	642.622
2320	642.646
2330	642.671
2340	642.695
2350	642.719
2360	642.743
2370	642.767
2380	642.79
2390	642.813
2400	642.836
2410	642.859
2420	642.882
2430	642.905
2440	642.927
2450	642.949
2460	642.971
2470	642.993
2480	643.014
2490	643.036
2500	643.057
2510	643.078
2520	643.099
2530	643.12
2540	643.14
2550	643.161
2560	643.181
2570	643.201
2580	643.221
2590	643.241
2600	643.261
2610	643.28
2620	643.3
2630	643.319
2640	643.338
2650	643.357
2660	643.376
2670	643.394
2680	643.413
2690	643.431
2700	643.45
2710	643.468
2720	643.486
2730	643.504
2740	643.521
2750	643.539
2760	643.556
2770	643.574
2780	643.591
2790	643.608
2800	643.625
2810	643.642
2820	643.659
2830	643.675
2840	643.692
2850	643.708
2860	643.724
2870	643.741
2880	643.757
2890	643.773
2900	643.788
2910	643.804
2920	643.82
2930	643.835
2940	643.851
2950	643.866
2960	643.881
2970	643.896
2980	643.911
2990	643.926
3000	643.941
3010	643.956
3020	643.97
3030	643.985
3040	643.999
3050	644.014
3060	644.028
3070	644.042
3080	644.056
3090	644.07
3100	644.084
3110	644.098
3120	644.111
3130	644.125
3140	644.138
3150	644.152
3160	644.165
3170	644.178
3180	644.192
3190	644.205
3200	644.218
3210	644.231
3220	644.244
3230	644.256
3240	644.269
3250	644.282
3260	644.294
3270	644.307
3280	644.319
3290	644.331
3300	644.344
3310	644.356
3320	644.368
3330	644.38
3340	644.392
3350	644.404
3360	644.416
3370	644.427
3380	644.439
3390	644.451
3400	644.462
3410	644.474
3420	644.485
3430	644.496
3440	644.508
3450	644.519
3460	644.53
3470	644.541
3480	644.552
3490	644.563
3500	644.574
3510	644.585
3520	644.596
3530	644.606
3540	644.617
3550	644.627
3560	644.638
3570	644.648
3580	644.659
3590	644.669
3600	644.68
3610	644.69
3620	644.7
3630	644.71
3640	644.72
3650	644.73
3660	644.74
3670	644.75
3680	644.76
3690	644.77
3700	644.779
3710	644.789
3720	644.799
3730	644.808
3740	644.818
3750	644.827
3760	644.837
3770	644.846
3780	644.856
3790	644.865
3800	644.874
3810	644.883
3820	644.893
3830	644.902
3840	644.911
3850	644.92
3860	644.929
3870	644.938
3880	644.946
3890	644.955
3900	644.964
3910	644.973
3920	644.981
3930	644.99
3940	644.999
3950	645.007
3960	645.016
3970	645.024
3980	645.033
3990	645.041
4000	645.049
4010	645.058
4020	645.066
4030	645.074
4040	645.082
4050	645.091
4060	645.099
4070	645.107
4080	645.115
4090	645.123
4100	645.131
4110	645.139
4120	645.146
4130	645.154
4140	645.162
4150	645.17
4160	645.178
4170	645.185
4180	645.193
4190	645.201
4200	645.208
4210	645.216
4220	645.223
4230	645.231
4240	645.238
4250	645.245
4260	645.253
4270	645.26
4280	645.267
4290	645.275
4300	645.282
4310	645.289
4320	645.296
4330	645.303
4340	645.31
4350	645.318
4360	645.325
4370	645.332
4380	645.339
4390	645.345
4400	645.352
4410	645.359
4420	645.366
4430	645.373
4440	645.38
4450	645.386
4460	645.393
4470	645.4
4480	645.407
4490	645.413
4500	645.42
4510	645.426
4520	645.433
4530	645.439
4540	645.446
4550	645.452
4560	645.459
4570	645.465
4580	645.472
4590	645.478
4600	645.484
4610	645.49
4620	645.497
4630	645.503
